,mean,max,25%,50%,75%,95%,std
1283C1650,154.78086757990866,829.3999999999999,53.5,130.0,236.32500000000005,367.1099999999999,115.88335852835681
1283C1630,292.64823059360725,1057.6999999999994,104.6,237.95000000000005,451.39999999999975,688.4999999999997,212.69684161123135
1283C1660,188.8553310502283,725.1999999999997,65.8,150.3,290.725,460.8049999999998,141.45242127248926
1283C1690,213.01331050228308,775.1999999999997,75.80000000000001,167.90000000000003,325.32499999999993,520.9049999999995,160.05792133184212
1283C1680,110.86470319634705,603.9999999999998,32.9,87.10000000000001,170.3,282.0099999999999,90.49809933434629
1283C1670,204.24329908675796,737.3999999999999,72.8,162.40000000000003,314.125,497.5999999999997,152.4526545632944
1283C1700,197.34940639269408,760.5999999999998,69.10000000000001,164.55,301.0,466.50499999999977,144.82937724106566
1283B4010,159.74178082191784,709.0999999999999,54.575,133.10000000000002,245.52500000000003,381.00499999999994,119.7638981360759
1283A0030,230.27867579908676,788.6999999999995,83.7,182.05,353.7,553.7999999999997,170.95944088510421
1275A0010,212.7464497716895,799.1999999999997,79.10000000000001,175.95,322.42499999999995,495.70499999999976,153.5666011236116
1275C1020,144.6357191780822,683.2999999999996,50.2,118.0,221.12500000000003,349.205,109.38587498609796
1275C1010,181.62684931506848,739.2,65.17499999999998,153.8,275.02500000000003,426.8999999999999,133.23979993400212
1275C1040,181.32617579908677,715.7999999999997,67.8,152.10000000000002,274.80000000000007,422.9,131.329861113635
1275C1030,183.0666780821918,698.0999999999999,67.4,152.5,278.3,431.9199999999996,132.98760627647047
1257A0010,204.18149543378993,800.0999999999998,75.7,169.90000000000003,310.525,480.23499999999945,147.94808735940526
1257C1030,186.8854794520548,853.0999999999999,69.4,157.55,281.925,434.3999999999998,134.21295274209686
1257C1020,202.7916210045662,768.4999999999998,74.475,167.5,310.625,473.4499999999992,146.76305998561875
1257C1010,171.87932648401824,590.1999999999998,64.3,132.35000000000002,263.4,420.1099999999998,128.1586527767125
1257C1040,165.02816210045663,771.3999999999997,60.4,136.8,249.75,388.9099999999998,121.27174417762855
1257A0020,294.97534246575344,1150.0999999999997,112.775,240.6,448.325,691.1099999999996,211.16262235166135
1257A0030,234.84745433789953,859.1999999999994,87.00000000000001,191.90000000000003,360.1249999999999,548.6149999999996,169.00162373651108
1290A0110,283.3632191780821,949.3999999999996,104.775,232.05,433.1499999999999,667.9049999999995,205.59485276432682
1290B6010,176.07067351598175,703.1999999999998,61.9,143.9,269.27500000000003,418.20499999999976,131.03069031982022
1290B8010,138.05460045662102,656.1999999999999,46.375,113.4,209.82500000000002,339.0,107.09506920487318
1290A0010,130.7930479452055,505.0999999999999,46.3,101.9,201.92500000000004,322.80499999999995,100.21659745569356
1290B7010,160.49317351598174,683.6999999999997,54.7,127.10000000000002,248.82500000000005,392.5049999999998,122.66964876318434
1290A0020,193.90844748858447,678.1999999999996,68.975,154.9,297.725,471.0099999999997,144.72825884777632
1290B2010,304.64138127853874,1071.5999999999992,111.67500000000001,251.00000000000003,466.59999999999974,715.1049999999997,220.5114723712674
1290B2020,153.45784246575343,701.3999999999999,51.2,129.8,232.6,370.0,115.80779903880563
1290B2030,206.49268264840182,804.5999999999996,73.0,170.15000000000003,317.2,491.2149999999995,152.10197371398627
1290B2050,268.4324315068493,968.2999999999992,98.475,217.6,412.3999999999999,633.7249999999996,195.95220599579082
1290A0030,189.9648515981735,742.0999999999998,68.8,148.4,294.0,462.8049999999998,143.08056525086417
1290B2040,199.76086757990868,704.5999999999998,71.6,157.00000000000003,304.425,488.20499999999964,150.8848229713846
1290B2060,183.27633561643836,735.1,61.99999999999999,151.9,281.325,435.00999999999965,137.12431235551892
1290B3010,221.24960045662098,740.4999999999995,79.7,173.95000000000005,339.97499999999997,538.2049999999996,165.69470960689
1290B3020,156.44527397260273,687.6999999999997,54.7,124.10000000000002,239.10000000000005,381.10499999999985,118.45281115068182
1290C1030,180.98160958904108,703.2999999999995,65.19999999999999,142.8,275.925,444.2049999999998,135.66557601508387
1290C1160,164.82423515981736,752.8,57.4,137.4,252.22500000000005,396.20999999999987,123.67289680038975
1290C1010,134.80313926940642,732.5999999999998,46.7,108.75,204.625,330.99999999999994,104.26305367505554
1290A0040,243.9861529680365,843.2999999999996,89.4,197.64999999999998,372.90000000000003,580.3999999999997,178.5435379750852
1290A0060,107.04296803652969,382.8999999999999,36.4,83.3,163.10000000000002,271.7,83.19323999337274
1290C1020,249.31949771689492,856.2999999999995,90.5,197.00000000000003,380.35,603.2049999999996,185.822919949253
1290C1040,142.27698630136987,661.0999999999999,50.2,112.9,217.32500000000005,346.0999999999999,108.22840171098785
1290C1050,240.69499999999996,839.2999999999994,83.9,188.2,364.025,590.7149999999996,182.57810448067806
1290C1060,157.7918607305936,696.8999999999999,54.3,131.3,242.30000000000004,376.30499999999984,118.39573643675446
1290C1070,188.59110730593608,781.7999999999997,68.275,159.85000000000002,288.20000000000005,439.19999999999993,136.88901782453425
1290C1100,150.30360730593608,624.6999999999998,53.4,119.6,232.15000000000006,366.4149999999997,114.01228485994358
1290A0050,215.38195205479445,766.0999999999996,75.30000000000001,170.8,332.325,524.7049999999996,162.71130594658305
1290C1090,154.740399543379,615.3999999999997,56.8,120.80000000000001,237.95000000000002,378.0049999999998,117.38596161223201
1290C1130,128.24325342465755,512.9,46.0,100.55,196.925,316.705,98.31406864384763
1290C1080,183.42111872146123,763.3,65.1,149.60000000000002,279.125,440.00499999999994,136.72995692362917
1290C1120,163.85367579908674,751.4999999999998,57.2,136.3,252.125,390.60999999999984,123.26837651137349
1290C1140,129.17365296803652,582.5999999999998,43.9,101.75,199.7,314.99999999999994,98.89695406627949
1290A0070,138.70711187214616,531.5999999999997,50.2,109.4,210.2,338.30999999999995,105.16440651277107
