OBJECTID;uuid;deso;kommun;lan;kommunnamn;lannamn;version;Field1;key_0;Deso_1;Station;Boende_totalt_Antal;Antal_Bilar;Bilar_småhus;Bilar_flerbostadshus;Antal_personer_i_småhus;Antal_personer_i_flerbostadshus;Laddpunkter;Kommungrupp_2023;Travel__km_;Travel___;Shape_Length;Shape_Area;max_aadtfordon;sum_Length_KILOMETERS;Polyline_Count;CITY
608;{B2B087BF-96E2-459B-80F7-D97600BCB6A8};1290B2050;1290;12;Kristianstad;Skåne;2018_v2;202;Kristianstad;1290B2050;ÅHUS_V;2287;1262;1119;143;2055;173;75;Större stad;21;2;7632.568164;2685999.887;0;0;0;No
609;{351AB2A3-3C27-41E4-8A54-912D001307BB};1214C1020;1214;12;Svalöv;Skåne;2018_v2;756;Svalöv;1214C1020;SVALÖV;2171;949;596;353;1206;879;56;Pendlingskommun nära större stad;25;3;14587.72912;5687529.926;2723;4.578229795;5;No
610;{D8C1557F-1FD4-42F1-84DB-B691D800C4F2};1290A0030;1290;12;Kristianstad;Skåne;2018_v2;203;Kristianstad;1290A0030;MALTESHOLM;1589;951;832;119;1496;32;57;Större stad;21;2;70784.43365;102291822.8;5965;51.17790359;37;No
611;{8430D007-51AF-42BF-A3D7-CB46CB9364F1};1283C1640;1283;12;Helsingborg;Skåne;2018_v2;119;Helsingborg;1283C1640;OLYMPIA;1955;776;670;106;1480;23;46;Större stad;21;2;6453.416774;2100336.946;8744;3.014631263;16;No
612;{C6EEB403-C8F1-4EEB-9D8D-DFD1B8445E81};1214C1010;1214;12;Svalöv;Skåne;2018_v2;757;Svalöv;1214C1010;SVALÖV;2111;965;731;234;1442;518;57;Pendlingskommun nära större stad;25;3;9326.968162;3217511.033;3600;4.621589268;9;No
613;{711A5BA5-0E6C-4655-839B-0106150E57CC};1267C1010;1267;12;Höör;Skåne;2018_v2;764;Höör;1267C1010;MAGLASÄTE;1909;1119;1027;92;1814;29;67;Pendlingskommun nära mindre tätort;33;5;33860.18425;18721598.54;4213;17.47660946;21;No
614;{6891B310-E1BA-4D09-9156-10971EA2B214};1267C1020;1267;12;Höör;Skåne;2018_v2;765;Höör;1267C1020;MAGLASÄTE;2301;1007;850;157;1835;406;60;Pendlingskommun nära mindre tätort;33;5;6933.3496;2328515.729;5296;0.542558422;10;No
615;{C3BC7030-67B5-463D-BECB-F4E75BDBD51F};1267C1030;1267;12;Höör;Skåne;2018_v2;766;Höör;1267C1030;MAGLASÄTE;1996;925;912;13;1924;65;55;Pendlingskommun nära mindre tätort;33;5;8919.461757;1833937.482;8505;2.882376758;26;No
616;{C95E6BC3-9146-4AE7-AC04-343D9F6B6731};1285A0060;1285;12;Eslöv;Skåne;2018_v2;683;Eslöv;1285A0060;ESLÖV;1091;683;655;28;1056;0;40;Pendlingskommun nära större stad;25;3;65802.13097;64272278.04;5973;35.82045767;27;No
617;{491B166F-9A31-46D5-9CDF-59BA0D097826};1290B2040;1290;12;Kristianstad;Skåne;2018_v2;204;Kristianstad;1290B2040;ÅHUS_V;1956;1019;999;20;1931;0;61;Större stad;21;2;14283.90164;6315017.578;1954;3.461107772;6;No
618;{58EBD6E6-3CCF-4917-8373-08798EB1423D};1267C1050;1267;12;Höör;Skåne;2018_v2;767;Höör;1267C1050;MAGLASÄTE;2225;856;356;500;851;1249;51;Pendlingskommun nära mindre tätort;33;5;5926.426211;1195284.976;10922;2.569365303;15;No
619;{E90BEAA1-B445-48C9-B657-3169B85CDD56};1290B2060;1290;12;Kristianstad;Skåne;2018_v2;205;Kristianstad;1290B2060;ÅHUS_V;1584;814;619;195;1246;295;48;Större stad;21;2;11245.95948;5059270.95;6067;2.019369985;1;No
620;{0C749436-DCD2-4612-9352-576ABF83EF75};1290B3010;1290;12;Kristianstad;Skåne;2018_v2;206;Kristianstad;1290B3010;MALTESHOLM;2153;1135;910;225;1721;405;68;Större stad;21;2;13812.64886;8553632.977;950;8.804495491;12;No
621;{231DE7A5-FD84-404F-BE1A-31871E9FAEC5};1283C1420;1283;12;Helsingborg;Skåne;2018_v2;120;Helsingborg;1283C1420;OLYMPIA;1412;566;31;535;70;1334;33;Större stad;21;2;1985.325946;136998.763;0;0;0;No
622;{CF82F0B9-4506-47D8-AA44-33C86EB8965B};1283C1430;1283;12;Helsingborg;Skåne;2018_v2;121;Helsingborg;1283C1430;OLYMPIA;1820;737;56;681;113;1680;44;Större stad;21;2;1487.201874;112167.7208;0;0;0;Large
623;{04CF6385-4B98-4CEC-8510-5E2980D74210};1290B3020;1290;12;Kristianstad;Skåne;2018_v2;207;Kristianstad;1290B3020;MALTESHOLM;1455;776;625;151;1200;201;46;Större stad;21;2;14569.71252;7887281.905;871;6.387096068;6;No
624;{FA9503BC-5314-407A-BD70-0E4BA96CC84A};1267C1040;1267;12;Höör;Skåne;2018_v2;768;Höör;1267C1040;MAGLASÄTE;2183;1028;815;213;1694;448;61;Pendlingskommun nära mindre tätort;33;5;9840.704798;4158997.082;3887;4.047131944;14;No
625;{88E7E7E9-EA7B-46FE-A825-0E9A912F96A0};1266A0050;1266;12;Hörby;Skåne;2018_v2;752;Hörby;1266A0050;HÖRBY;1354;869;802;67;1340;0;52;Pendlingskommun nära större stad;25;3;61888.80371;101209872.4;6095;80.00986417;79;No
626;{A87B5F2E-2662-4428-9C58-ECAF363D1729};1282A0010;1282;12;Landskrona;Skåne;2018_v2;585;Landskrona;1282A0010;VADENSJÖ;2642;1602;1512;90;2524;24;96;Pendlingskommun nära större stad;25;3;86296.6494;106311081.2;22501;70.6739218;91;No
627;{1A866FC3-7BD4-4D4D-B735-6DC6D5A2173E};1282B2010;1282;12;Landskrona;Skåne;2018_v2;586;Landskrona;1282B2010;RAUS_GÅRD;2555;1242;1228;14;2411;3;74;Pendlingskommun nära större stad;25;3;17897.59429;9875911.276;19397;18.62771895;32;No
628;{EE6DC3F5-82CB-4524-A31C-2B8E16003AAE};1283B5010;1283;12;Helsingborg;Skåne;2018_v2;122;Helsingborg;1283B5010;RAUS_GÅRD;941;567;508;59;852;38;34;Större stad;21;2;12460.30799;7918477.194;1865;10.44579136;10;No
629;{ECC0E226-8F3D-4E65-8377-5A411B21AE1B};1283B2020;1283;12;Helsingborg;Skåne;2018_v2;123;Helsingborg;1283B2020;RAUS_GÅRD;2885;1259;798;461;1549;930;75;Större stad;21;2;8893.297403;2629499.131;22760;7.169854841;27;No
630;{4EAA1664-1FD7-498A-8D1B-79DC682764CF};1283B2030;1283;12;Helsingborg;Skåne;2018_v2;124;Helsingborg;1283B2030;RAUS_GÅRD;1759;834;850;-16;1713;0;50;Större stad;21;2;8758.001239;3608118.631;4069;1.79308215;2;No
631;{B11F65C3-E5BC-461C-A46E-9F858A8E7AD8};1214A0020;1214;12;Svalöv;Skåne;2018_v2;758;Svalöv;1214A0020;SVALÖV;1844;1135;1049;86;1712;31;68;Pendlingskommun nära större stad;25;3;82567.4791;108045756.4;3545;79.93480779;55;No
632;{70324581-13F6-4E61-9491-BB407355812F};1290C1030;1290;12;Kristianstad;Skåne;2018_v2;208;Kristianstad;1290C1030;KRISTIAN;1855;924;917;7;1796;44;55;Större stad;21;2;12537.39484;4700276.708;156;0.244456333;2;No
633;{429B0C43-923B-4B2B-9475-9A5CF35F896C};1290C1160;1290;12;Kristianstad;Skåne;2018_v2;209;Kristianstad;1290C1160;KRISTIAN;2454;722;27;695;63;2335;43;Större stad;21;2;3074.853231;309366.6408;0;0;0;Medium
634;{D9C1E1E5-C750-4D9E-8D71-C24EB58DCC84};1283C1170;1283;12;Helsingborg;Skåne;2018_v2;125;Helsingborg;1283C1170;RAUS_GÅRD;1639;769;783;-14;1616;6;46;Större stad;21;2;4417.878651;798165.2171;0;0;0;No
635;{9DC3B8B6-B5F1-4613-9ADA-269C535147D3};1290C1010;1290;12;Kristianstad;Skåne;2018_v2;210;Kristianstad;1290C1010;KRISTIAN;1034;564;475;89;831;173;33;Större stad;21;2;15646.54486;7111004.218;9033;15.40895854;37;No
636;{6E7385F2-B94D-4BA3-BEE8-95B081E4E4E3};1290A0040;1290;12;Kristianstad;Skåne;2018_v2;211;Kristianstad;1290A0040;ÅHUS_V;2009;1197;1148;49;1963;15;71;Större stad;21;2;56685.67629;99042243.56;5157;58.43966397;39;No
637;{ACB495E3-750F-456D-8E2A-EB027507DC2B};1283C1010;1283;12;Helsingborg;Skåne;2018_v2;126;Helsingborg;1283C1010;RAUS_GÅRD;1512;772;756;16;1421;7;46;Större stad;21;2;8352.351113;4208478.721;3389;2.40772519;4;No
638;{363F87F6-063F-4731-B156-854AB7CEC788};1285A0070;1285;12;Eslöv;Skåne;2018_v2;684;Eslöv;1285A0070;MAGLASÄTE;990;605;532;73;895;79;36;Pendlingskommun nära större stad;25;3;34669.02087;41391839.58;3261;14.97532046;8;No
639;{62F5825F-B4C7-41FD-8CB8-80B1E757007D};1290A0060;1290;12;Kristianstad;Skåne;2018_v2;212;Kristianstad;1290A0060;ÅHUS_V;949;554;518;36;926;7;33;Större stad;21;2;39921.19775;37549070.71;9482;16.24820354;22;No
640;{4475EB7B-83C9-4C55-9A92-DDC24039D4DD};1290C1020;1290;12;Kristianstad;Skåne;2018_v2;213;Kristianstad;1290C1020;KRISTIAN;2326;1260;1139;121;2098;211;75;Större stad;21;2;16117.662;10322816.22;5596;3.601405941;7;No
641;{06CAA211-A0CB-4F38-B87A-46C2BB387B6C};1283C1020;1283;12;Helsingborg;Skåne;2018_v2;127;Helsingborg;1283C1020;RAUS_GÅRD;1723;778;639;139;1430;144;46;Större stad;21;2;10924.20409;5597279.406;7740;2.792797895;2;No
642;{574DC5EB-C918-4A2B-8D55-83663F2B0498};1267C1070;1267;12;Höör;Skåne;2018_v2;769;Höör;1267C1070;HÄGLINGE;988;576;501;75;915;51;34;Pendlingskommun nära mindre tätort;33;5;18605.7973;13096269.53;6992;13.76913555;14;No
643;{49CAC750-0274-4873-AA5A-CED5128763CC};1283C1530;1283;12;Helsingborg;Skåne;2018_v2;128;Helsingborg;1283C1530;OLYMPIA;2594;930;7;923;16;2386;55;Större stad;21;2;2934.43337;377601.3243;0;0;0;Large
644;{5EFC8CEE-92D8-446C-B894-FFA5066514B7};1283C1560;1283;12;Helsingborg;Skåne;2018_v2;129;Helsingborg;1283C1560;FILBORNA;1837;575;0;575;0;1828;34;Större stad;21;2;2446.415683;317560.2867;0;0;0;Large
645;{3179CF47-C1EF-4E20-ACE3-A5B4457B8DED};1214B3010;1214;12;Svalöv;Skåne;2018_v2;759;Svalöv;1214B3010;SVALÖV;1617;876;763;113;1413;137;52;Pendlingskommun nära större stad;25;3;10328.18782;7573193.991;2829;9.894299319;16;No
646;{C3092A07-91CE-4DB6-A85B-70897253E0FD};1283A0010;1283;12;Helsingborg;Skåne;2018_v2;130;Helsingborg;1283A0010;VADENSJÖ;1290;801;802;-1;1262;3;48;Större stad;21;2;61101.21825;53110133.36;3144;45.92435121;40;No
647;{E73EAA25-03DB-4EC8-A5C2-141F4D766F5B};1290C1040;1290;12;Kristianstad;Skåne;2018_v2;214;Kristianstad;1290C1040;KRISTIAN;1199;668;645;23;1184;0;40;Större stad;21;2;12529.28877;7124164.631;2465;6.394586651;8;No
648;{29349AC0-5EDA-468A-B429-B46E7B6E9014};1290C1050;1290;12;Kristianstad;Skåne;2018_v2;215;Kristianstad;1290C1050;KRISTIAN;2533;1236;1132;104;2224;249;74;Större stad;21;2;10301.59241;3661404.761;1581;0.766872869;3;No
649;{9245DB56-0759-4F2B-899D-5D2C341FDB29};1283C1030;1283;12;Helsingborg;Skåne;2018_v2;131;Helsingborg;1283C1030;RAUS_GÅRD;1582;736;399;337;853;633;44;Större stad;21;2;5482.941497;1427485.439;0;0;0;Large
650;{F52F41A5-B196-4DE1-A1BE-B488559B41A8};1290C1060;1290;12;Kristianstad;Skåne;2018_v2;216;Kristianstad;1290C1060;KRISTIAN;1656;665;500;165;1078;565;39;Större stad;21;2;11507.09855;4651569.397;10037;11.79716391;48;No
651;{A906D2C2-29AC-41FF-83C3-89CD68D7253F};1290C1070;1290;12;Kristianstad;Skåne;2018_v2;217;Kristianstad;1290C1070;KRISTIAN;2249;814;67;747;146;2073;48;Större stad;21;2;9030.280787;3153690.077;11689;7.309863091;14;Medium
652;{35B3E46A-352D-4D4E-87C7-E56CF609880C};1283C1040;1283;12;Helsingborg;Skåne;2018_v2;132;Helsingborg;1283C1040;RAUS_GÅRD;2224;928;698;230;1562;658;55;Större stad;21;2;7094.599003;1992853.838;1763;0.35149556;1;Large
653;{35BB9F01-5CB6-46E6-A244-643F0E662D9F};1290C1100;1290;12;Kristianstad;Skåne;2018_v2;218;Kristianstad;1290C1100;KRISTIAN;2039;717;40;677;93;1934;43;Större stad;21;2;2241.493289;267519.9556;0;0;0;Medium
654;{2C712257-61EC-44C0-ACE0-1F253ECC72C4};1290A0050;1290;12;Kristianstad;Skåne;2018_v2;219;Kristianstad;1290A0050;MALTESHOLM;1824;1077;933;144;1681;0;64;Större stad;21;2;104142.4187;123418812.3;6000;102.6147366;96;No
655;{D0F20BE1-434D-4E07-8DC3-65C91AFCC283};1290C1090;1290;12;Kristianstad;Skåne;2018_v2;220;Kristianstad;1290C1090;KRISTIAN;1878;789;427;362;889;902;47;Större stad;21;2;8172.437749;2714823.231;10800;3.653475962;10;Medium
656;{2D88A385-4CCA-4F66-80C4-4E4DF35BF21D};1290C1130;1290;12;Kristianstad;Skåne;2018_v2;221;Kristianstad;1290C1130;KRISTIAN;1839;645;2;643;6;1737;38;Större stad;21;2;1959.421703;217111.0552;0;0;0;Medium
657;{5A236EBB-C711-4558-A154-C220DA98D079};1290C1080;1290;12;Kristianstad;Skåne;2018_v2;222;Kristianstad;1290C1080;KRISTIAN;1979;820;360;460;669;1240;49;Större stad;21;2;10949.14617;4494506.684;13182;12.11077816;39;No
658;{681B24F2-BEA5-4A5E-89C7-E4EF8DC3C80C};1283C1050;1283;12;Helsingborg;Skåne;2018_v2;133;Helsingborg;1283C1050;RAUS_GÅRD;1490;784;808;-24;1485;0;47;Större stad;21;2;8049.472058;2888892.742;9877;3.84957577;11;No
659;{D56CEF98-9358-4B9B-ADB2-7534533E188F};1283C1070;1283;12;Helsingborg;Skåne;2018_v2;134;Helsingborg;1283C1070;RAUS_GÅRD;1467;529;102;427;232;1143;31;Större stad;21;2;8938.614173;3430780.365;0;0;0;Large
660;{4AF9DFFB-4043-495A-9445-411EF5ED6C5A};1283C1060;1283;12;Helsingborg;Skåne;2018_v2;135;Helsingborg;1283C1060;RAUS_GÅRD;1019;538;482;56;830;186;32;Större stad;21;2;11465.36901;4152658.385;6038;5.695842179;12;No
661;{BC8B49E9-D0BF-40CA-9EB3-03AB080AF2E2};1290C1120;1290;12;Kristianstad;Skåne;2018_v2;223;Kristianstad;1290C1120;KRISTIAN;2304;716;23;693;56;1799;42;Större stad;21;2;4084.220099;698617.6527;0;0;0;Medium
662;{B1FD9D52-15F2-4BC8-825B-A2AB22C70983};1214A0040;1214;12;Svalöv;Skåne;2018_v2;760;Svalöv;1214A0040;MAGLASÄTE;1099;599;527;72;955;117;35;Pendlingskommun nära större stad;25;3;25578.03308;26767659.8;3356;14.88239832;10;No
663;{B2AAF48A-13E2-4CA1-93A5-98A9A6896A6A};1283C1080;1283;12;Helsingborg;Skåne;2018_v2;136;Helsingborg;1283C1080;RAUS_GÅRD;1703;749;235;514;434;1252;44;Större stad;21;2;10354.59553;2737604.686;16335;8.630329453;28;Large
664;{9825ECC8-DCAE-46D1-A7D3-7FDC49BE52A9};1283C1090;1283;12;Helsingborg;Skåne;2018_v2;137;Helsingborg;1283C1090;RAUS_GÅRD;1531;552;187;365;466;958;33;Större stad;21;2;3063.898021;524561.4376;0;0;0;Large
665;{D975ABA2-3C5A-49A5-A749-70BD41C38106};1290C1140;1290;12;Kristianstad;Skåne;2018_v2;224;Kristianstad;1290C1140;KRISTIAN;1892;624;28;596;68;1742;37;Större stad;21;2;4292.774153;441804.4349;0;0;0;Medium
666;{B3D1D65D-CB91-4749-B30F-4B53508DC184};1283C1110;1283;12;Helsingborg;Skåne;2018_v2;138;Helsingborg;1283C1110;RAUS_GÅRD;1811;783;745;38;1627;119;46;Större stad;21;2;3728.337971;691688.4596;4478;2.290325191;10;Large
667;{E2DB478E-346F-4CE0-A8DF-03E63739968A};1290A0070;1290;12;Kristianstad;Skåne;2018_v2;225;Kristianstad;1290A0070;KRISTIAN;1040;678;630;48;1008;0;40;Större stad;21;2;69621.92674;92895415.6;5900;75.71593019;66;No
668;{D5C6AE3C-7BFA-4029-B96D-4C72EC232B5E};1283C1100;1283;12;Helsingborg;Skåne;2018_v2;139;Helsingborg;1283C1100;RAUS_GÅRD;1581;757;768;-11;1509;27;45;Större stad;21;2;8136.234598;2302677.717;17265;6.857931341;23;Large
669;{E40700EB-88CD-4E2D-B364-9D50CA939762};1290C1110;1290;12;Kristianstad;Skåne;2018_v2;226;Kristianstad;1290C1110;KRISTIAN;2182;1065;1016;49;2118;25;63;Större stad;21;2;11567.53392;4981717.905;4190;3.896309282;7;No
670;{0FF57D9F-22BC-40CC-9936-8B2CE5FEC449};1283C1150;1283;12;Helsingborg;Skåne;2018_v2;140;Helsingborg;1283C1150;IPOS;1971;670;0;670;0;1907;40;Större stad;21;2;2921.946157;477198.6697;4822;3.090337521;11;Large
671;{D50243CB-264E-43D3-852C-2DB0B2A58A24};1283C1120;1283;12;Helsingborg;Skåne;2018_v2;141;Helsingborg;1283C1120;IPOS;2403;748;230;518;549;1742;44;Större stad;21;2;6805.666827;1459900.882;0;0;0;Large
672;{843D8EB9-FAD0-4B39-AEF4-F0A7517F37A0};1290C1170;1290;12;Kristianstad;Skåne;2018_v2;227;Kristianstad;1290C1170;KRISTIAN;1828;689;0;689;0;1778;41;Större stad;21;2;3137.04631;536709.3404;0;0;0;Medium
673;{D1C38080-7302-49B8-A9EE-DDF728BD74EF};1260B2010;1260;12;Bjuv;Skåne;2018_v2;771;Bjuv;1260B2010;MÖRARP;1937;1123;942;181;1613;214;67;Pendlingskommun nära större stad;25;3;31977.80665;21304761.22;4823;16.69956999;30;No
674;{D9367031-1D82-4406-AF24-ED25242ACC30};1290C1150;1290;12;Kristianstad;Skåne;2018_v2;228;Kristianstad;1290C1150;KRISTIAN;1856;743;307;436;696;1144;44;Större stad;21;2;9083.233555;2305961.258;0;0;0;Medium
675;{84659522-0150-42AD-A703-16C3F5F71221};1283C1130;1283;12;Helsingborg;Skåne;2018_v2;142;Helsingborg;1283C1130;VÄSTHAM;2069;489;47;442;129;1795;29;Större stad;21;2;5380.346923;1113003.695;0;0;0;Large
676;{1A96157F-3240-4E22-BA4F-39E3A0BA7AA2};1260A0010;1260;12;Bjuv;Skåne;2018_v2;772;Bjuv;1260A0010;MÖRARP;1757;1011;960;51;1664;41;60;Pendlingskommun nära större stad;25;3;25250.83012;12731525.32;1173;9.898331094;12;No
677;{DB88D429-5B2E-44AB-BEAC-16427690BAEF};1290B4010;1290;12;Kristianstad;Skåne;2018_v2;229;Kristianstad;1290B4010;KRISTIAN;1959;1076;923;153;1675;201;64;Större stad;21;2;12703.51858;9605522.283;8891;20.47636545;49;No
678;{3FB73EF8-7853-4227-816C-989061430DDA};1283C1190;1283;12;Helsingborg;Skåne;2018_v2;143;Helsingborg;1283C1190;IPOS;2181;848;585;263;1271;818;50;Större stad;21;2;3970.080026;671633.2621;544;0.214846849;2;Large
679;{77530F3C-6FF8-47AE-9FC7-953ABCAAB4B5};1293B5010;1293;12;Hässleholm;Skåne;2018_v2;44;Hässleholm;1293B5010;HÄGLINGE;1904;826;607;219;1418;333;49;Lågpendlingskommun nära större stad;31;6;11519.67498;7941293.593;7223;12.79251622;33;No
680;{0CD56F64-2AFC-4C42-B5A1-1B6BFE87209F};1283C1210;1283;12;Helsingborg;Skåne;2018_v2;144;Helsingborg;1283C1210;OLYMPIA;2197;625;68;557;166;1866;37;Större stad;21;2;3841.953095;595097.8344;13941;1.282449424;6;Large
681;{82245132-5A83-4C58-B05F-EB9848B7E680};1283C1200;1283;12;Helsingborg;Skåne;2018_v2;145;Helsingborg;1283C1200;VÄSTHAM;3279;613;0;613;0;2931;36;Större stad;21;2;8360.632521;2261985.342;14541;2.222201676;9;Large
682;{CE375FB0-5E1A-4F1A-BF3A-24D90086ED15};1290C1200;1290;12;Kristianstad;Skåne;2018_v2;230;Kristianstad;1290C1200;KRISTIAN;1600;643;319;324;628;913;38;Större stad;21;2;3735.601164;435599.6947;0;0;0;Medium
683;{1E7E925F-ACAA-4728-8382-AE91BC35818E};1283C1160;1283;12;Helsingborg;Skåne;2018_v2;146;Helsingborg;1283C1160;RAUS_GÅRD;1792;913;904;9;1683;69;54;Större stad;21;2;11351.22238;5219303.321;6374;5.541594159;23;No
684;{A784988B-6F9B-4756-A4C1-61261CB3F0A5};1283C1140;1283;12;Helsingborg;Skåne;2018_v2;147;Helsingborg;1283C1140;FILBORNA;1843;1004;980;24;1823;0;60;Större stad;21;2;12372.63908;6470987.584;3142;5.658156903;4;No
685;{B8EB5269-7A28-4F3A-9913-0BC2A818D413};1283C1340;1283;12;Helsingborg;Skåne;2018_v2;148;Helsingborg;1283C1340;OLYMPIA;1377;551;248;303;474;827;33;Större stad;21;2;4375.929287;705665.2378;0;0;0;No
686;{943C7885-4A84-4DEF-AE07-747DF0B345DD};1290C1180;1290;12;Kristianstad;Skåne;2018_v2;231;Kristianstad;1290C1180;KRISTIAN;2856;1225;833;392;1844;961;73;Större stad;21;2;7730.055176;2110406.884;3950;1.104108944;1;Medium
687;{1EE0EBD0-5B12-47C7-BBA2-204ED29440A1};1283C1250;1283;12;Helsingborg;Skåne;2018_v2;149;Helsingborg;1283C1250;OLYMPIA;1944;497;0;497;0;1917;29;Större stad;21;2;1235.25592;77840.17936;0;0;0;Large
688;{0D32A5A4-89B8-4736-BA82-E98FD669786D};1283C1280;1283;12;Helsingborg;Skåne;2018_v2;150;Helsingborg;1283C1280;OLYMPIA;1588;380;0;380;0;1581;22;Större stad;21;2;1272.221653;62061.72031;0;0;0;Large
689;{AC123ADD-4565-4A09-9C09-89678105C7BF};1290C1220;1290;12;Kristianstad;Skåne;2018_v2;232;Kristianstad;1290C1220;KRISTIAN;2440;445;0;445;0;2431;26;Större stad;21;2;1856.679499;205034.9754;0;0;0;No
690;{D6D96C4C-5A0B-4CAC-BC79-ED582A8FA6FD};1283C1270;1283;12;Helsingborg;Skåne;2018_v2;151;Helsingborg;1283C1270;OLYMPIA;1529;643;370;273;738;778;38;Större stad;21;2;4026.762706;540420.7366;0;0;0;Large
691;{BC612845-66A4-4725-B34C-66CFD00F5C27};1283C1290;1283;12;Helsingborg;Skåne;2018_v2;152;Helsingborg;1283C1290;OLYMPIA;2063;527;0;527;0;1790;31;Större stad;21;2;4088.843263;470145.5921;0;0;0;Large
692;{48AFD09E-B765-42F9-A1C2-2C26ECAA90B4};1283C1260;1283;12;Helsingborg;Skåne;2018_v2;153;Helsingborg;1283C1260;OLYMPIA;1644;633;265;368;647;982;37;Större stad;21;2;2733.971596;353202.4778;0;0;0;Large
693;{EC0D7D90-D942-4DA2-AB39-39E7872F280D};1290C1210;1290;12;Kristianstad;Skåne;2018_v2;233;Kristianstad;1290C1210;KRISTIAN;1820;869;875;-6;1775;24;52;Större stad;21;2;12314.86381;4413656.527;5000;4.297651047;15;No
694;{C09ABFBA-93F5-490B-803A-E3DC4454B6E4};1283C1330;1283;12;Helsingborg;Skåne;2018_v2;154;Helsingborg;1283C1330;OLYMPIA;1539;423;6;417;18;1238;25;Större stad;21;2;3068.374655;271330.5796;0;0;0;Large
695;{5F6C57CB-0DEF-4C26-94BF-6B5113AA30EE};1283C1220;1283;12;Helsingborg;Skåne;2018_v2;155;Helsingborg;1283C1220;RAUS_GÅRD;3115;1250;1095;155;2222;238;75;Större stad;21;2;8881.570006;1969390.459;0;0;0;Large
696;{F7B662E5-87D2-41A5-927E-B5350CB32F51};1283C1320;1283;12;Helsingborg;Skåne;2018_v2;156;Helsingborg;1283C1320;OLYMPIA;1518;760;753;7;1507;0;45;Större stad;21;2;3908.753057;572975.1044;0;0;0;Large
697;{84BB4CC9-C1FD-47D3-871D-FA16221385FF};1283C1360;1283;12;Helsingborg;Skåne;2018_v2;157;Helsingborg;1283C1360;OLYMPIA;1987;829;578;251;1338;612;49;Större stad;21;2;3553.702532;485150.9829;0;0;0;Large
698;{C0171005-49B7-43DA-A2CC-DD75C968411A};1283C1350;1283;12;Helsingborg;Skåne;2018_v2;158;Helsingborg;1283C1350;OLYMPIA;1469;545;6;539;13;1336;32;Större stad;21;2;3682.677454;660222.7511;0;0;0;Large
699;{50E16A5D-8C6E-45E9-800A-68D9821C311A};1283C1400;1283;12;Helsingborg;Skåne;2018_v2;159;Helsingborg;1283C1400;OLYMPIA;2388;783;105;678;206;2139;46;Större stad;21;2;2492.171125;332177.7217;0;0;0;Large
700;{D731C5B7-90DA-4C35-9ED9-B431C8ED9718};1290C1190;1290;12;Kristianstad;Skåne;2018_v2;234;Kristianstad;1290C1190;KRISTIAN;2083;683;263;420;743;914;40;Större stad;21;2;12367.32198;3990152.941;0;0;0;Medium
701;{1EBFA669-FE2A-4217-A591-6810BB3A9091};1290C1230;1290;12;Kristianstad;Skåne;2018_v2;235;Kristianstad;1290C1230;KRISTIAN;2648;527;47;480;127;2454;31;Större stad;21;2;6407.383526;1171135.674;2800;1.078570255;7;No
702;{EACDC720-934F-4517-9B87-4B01EE57DA5E};1260A0020;1260;12;Bjuv;Skåne;2018_v2;773;Bjuv;1260A0020;MÖRARP;2342;1002;635;367;1245;876;60;Pendlingskommun nära större stad;25;3;22810.1623;18641048.57;6999;13.05026093;19;No
703;{871F3404-1AB0-47AB-9817-36FC29208BC2};1283C1480;1283;12;Helsingborg;Skåne;2018_v2;160;Helsingborg;1283C1480;OLYMPIA;2067;773;93;680;204;1813;46;Större stad;21;2;1586.834169;147573.0333;0;0;0;Large
704;{8DC4E6E4-283F-4723-A888-C2F85A9C4CDE};1283C1470;1283;12;Helsingborg;Skåne;2018_v2;161;Helsingborg;1283C1470;OLYMPIA;2473;587;57;530;148;2222;35;Större stad;21;2;3899.9933;560581.4291;0;0;0;Large
705;{944ADB8B-CCC8-4934-9A49-4DFE9E17944D};1283C1520;1283;12;Helsingborg;Skåne;2018_v2;162;Helsingborg;1283C1520;OLYMPIA;2203;895;461;434;981;1152;53;Större stad;21;2;3640.79157;603737.9542;0;0;0;Large
706;{1EA7C3C5-6129-45D6-AF3D-D40BC50D94EE};1283C1540;1283;12;Helsingborg;Skåne;2018_v2;163;Helsingborg;1283C1540;OLYMPIA;1617;415;0;415;0;1607;24;Större stad;21;2;1979.20017;209608.7214;0;0;0;Large
707;{47CB7851-16F4-46E7-A3C9-EEB5CE052899};1272C1020;1272;12;Bromölla;Skåne;2018_v2;97;Bromölla;1272C1020;IVÖ;2467;1157;785;372;1604;818;69;Pendlingskommun nära större stad;25;3;9433.768815;2649666.793;5592;7.481842146;30;No
708;{F308DE28-B2E6-4F0F-BFE0-4DD9C9C2B2DF};1283C1550;1283;12;Helsingborg;Skåne;2018_v2;164;Helsingborg;1283C1550;OLYMPIA;1769;391;0;391;0;1635;23;Större stad;21;2;2810.064075;320323.0086;0;0;0;Large
709;{D5B66469-B94E-49B0-BF7B-3C30230B32A6};1283B3010;1283;12;Helsingborg;Skåne;2018_v2;165;Helsingborg;1283B3010;MÖRARP;1985;1049;958;91;1757;130;62;Större stad;21;2;9019.508009;5834798.664;4019;7.461807862;15;No
