deso,Final Probability
1285B5010,0.00040718985576425294
1261C1010,0.00024649053253400467
1285B3010,0.00028516025440641316
1285C1030,0.0013606089438629875
1282C1160,0.0013606089438629875
1261B2040,0.0014674812117747814
1261B2030,0.002869548073675578
1261C1030,0.0
1261C1020,0.00020203193014177464
1281A0040,0.001373701347353671
1266A0010,0.0006158211096986242
1261A0030,0.00039607520516619547
1261A0020,0.00078763508352693
1261C1040,0.00028272892458808805
1261C1050,0.001029147178813888
1261C1060,0.0005468176539023505
1261C1080,0.001029147178813888
1261B2050,0.0011653016486400927
1261A0010,0.0008721527391163257
1261B2060,0.002184607730570284
1261B2070,0.0007681844449803294
1285C1010,0.0013606089438629875
1266A0020,0.00016058354561985182
1285C1040,0.0013606089438629875
1285C1090,0.0020482121720074
1290A0010,0.00022738722681859335
1290B7010,0.0006925816653914589
1266A0030,0.0006158211096986242
1285A0040,0.0011685434217311927
1266C1010,0.0006914238892874946
1285C1020,0.001456357027660837
1266C1040,0.0006317984199333319
1282C1010,0.002597354911633566
1285C1050,0.0026041762571310688
1285A0030,0.0006505543928175539
1285C1070,0.001496763413689192
1266C1020,5.858347086059482e-05
1285C1080,0.0019024481605182913
1282C1020,0.00020029526598582814
1282C1030,0.0014926049532308072
1285B2010,0.00033413418360410407
1282C1040,0.001411898425268607
1290A0020,0.0005754147236702693
1282C1060,0.0013606089438629875
1266C1030,0.0008414716723612711
1214B2010,0.0008269994710617171
1282C1150,0.0013606089438629875
1267A0010,0.0009245999966259096
1282C1050,0.0034446059309987715
1282C1100,0.0013606089438629875
1282C1110,0.0013606089438629875
1282C1090,0.0013606089438629875
1282C1120,0.0013606089438629875
1282C1140,0.0013606089438629875
1282C1130,0.0013606089438629875
1214B4010,0.000887203828467862
1282B3010,0.0009198531145996558
1283B2010,0.0
1267C1060,0.001100581964428487
1282C1180,0.0013606089438629875
1214A0010,0.0005519118687597935
1282C1200,0.0013916373434492313
1283C1310,0.0017316841103710756
1283C1300,0.0017316841103710756
1285B4010,0.00011832471782515396
1266A0040,9.679008229141754e-05
1290B2010,0.0005993806890223309
1282C1170,0.0024609593530706816
1282C1190,0.0014183819714508072
1290B2020,0.0010091176522153053
1290B2030,0.0004572057834555118
1266B2010,0.000459405558053044
1285A0050,0.000761700898798129
1290B2050,0.0
1214C1020,0.0003152624331094856
1290A0030,0.0006906134460147195
1283C1640,0.0010123594253064053
1214C1010,0.00041679939742715686
1267C1010,0.0004877710726001699
1267C1020,0.0006131582246595062
1267C1030,0.000984688576421658
1285A0060,0.0006915396668978911
1290B2040,0.000226229450714629
1267C1050,0.0012645230607498353
1290B2060,0.0007024227622751557
1290B3010,0.00010998872987661083
1283C1420,0.0
1283C1430,0.0017316841103710756
1290B3020,0.00010084229865529266
1267C1040,0.000450027571610933
1266A0050,0.0007056645353662558
1282A0010,0.002605112011530127
1282B2010,0.0022457383088596004
1283B5010,0.00021592524338934652
1283B2020,0.002635098412622803
1283B2030,0.00047109909670308363
1214A0020,0.0004104316288553531
1290C1030,1.8061307221843464e-05
1290C1160,0.0013606089438629875
1283C1170,0.0
1290C1010,0.0010458191547109742
1290A0040,0.0005970651368144022
1283C1010,0.0003923703216335096
1285A0070,0.0003775507875027662
1290A0060,0.0010978033017789725
1290C1020,0.000647891507778436
1283C1020,0.0008961187044683872
1267C1070,0.0008095170518918557
1283C1530,0.0017316841103710756
1283C1560,0.0017316841103710756
1214B3010,0.0003275348598115074
1283A0010,0.0003640048070863836
1290C1040,0.000285391809627206
1290C1050,0.0001830444020367597
1283C1030,0.0017316841103710756
1290C1060,0.0011620598755489925
1290C1070,0.0027139334317868866
1283C1040,0.001935800037499986
1290C1100,0.0013606089438629875
